"Census","School Name","Category","Year Level","Students"
"14 February 2025","Lanyon High School","Gov","Year 9","140"
"14 February 2025","Lanyon High School","Gov","Year 10","123"
"14 February 2025","Latham Primary School","Gov","Preschool","44"
"14 February 2025","Latham Primary School","Gov","Year 6","49"
"14 February 2025","Latham Primary School","Gov","Year 5","47"
"14 February 2025","Latham Primary School","Gov","Year 4","37"
"14 February 2025","Latham Primary School","Gov","Year 3","60"
"14 February 2025","Latham Primary School","Gov","Year 2","33"
"14 February 2025","Latham Primary School","Gov","Year 1","39"
"14 February 2025","Latham Primary School","Gov","Kindergarten","35"
"14 February 2025","Lyneham High School","Gov","Year 10","257"
"14 February 2025","Lyneham High School","Gov","Year 9","274"
"14 February 2025","Lyneham High School","Gov","Year 7","253"
"14 February 2025","Lyneham High School","Gov","Year 8","258"
"14 February 2025","Lyneham Primary School","Gov","Kindergarten","57"
"14 February 2025","Lyneham Primary School","Gov","Preschool","46"
"14 February 2025","Lyneham Primary School","Gov","Year 4","80"
"14 February 2025","Lyneham Primary School","Gov","Year 3","68"
"14 February 2025","Lyneham Primary School","Gov","Year 2","68"
"14 February 2025","Lyneham Primary School","Gov","Year 1","58"
"14 February 2025","Lyneham Primary School","Gov","Year 6","78"
"14 February 2025","Lyneham Primary School","Gov","Year 5","81"
"14 February 2025","Lyons Early Childhood School","Gov","Kindergarten","35"
"14 February 2025","Lyons Early Childhood School","Gov","Preschool","43"
"14 February 2025","Lyons Early Childhood School","Gov","Year 2","25"
"14 February 2025","Lyons Early Childhood School","Gov","Year 1","35"
"14 February 2025","Macgregor Primary School","Gov","Kindergarten","106"
"14 February 2025","Macgregor Primary School","Gov","Preschool","88"
"14 February 2025","Macgregor Primary School","Gov","Year 6","84"
"14 February 2025","Macgregor Primary School","Gov","Year 4","79"
"14 February 2025","Macgregor Primary School","Gov","Year 5","85"
"14 February 2025","Macgregor Primary School","Gov","Year 3","73"
"14 February 2025","Macgregor Primary School","Gov","Year 2","89"
"14 February 2025","Macgregor Primary School","Gov","Year 1","74"
"14 February 2025","Macquarie Primary School","Gov","Year 1","26"
"14 February 2025","Macquarie Primary School","Gov","Year 6","48"
"14 February 2025","Macquarie Primary School","Gov","Year 5","34"
"14 February 2025","Macquarie Primary School","Gov","Year 4","40"
"14 February 2025","Macquarie Primary School","Gov","Year 3","55"
"14 February 2025","Macquarie Primary School","Gov","Year 2","41"
"14 February 2025","Macquarie Primary School","Gov","Kindergarten","39"
"14 February 2025","Macquarie Primary School","Gov","Preschool","35"
"14 February 2025","Majura Primary School","Gov","Kindergarten","82"
"14 February 2025","Majura Primary School","Gov","Preschool","86"
"14 February 2025","Majura Primary School","Gov","Year 6","92"
"14 February 2025","Majura Primary School","Gov","Year 5","103"
"14 February 2025","Majura Primary School","Gov","Year 4","122"
"14 February 2025","Majura Primary School","Gov","Year 3","102"
"14 February 2025","Majura Primary School","Gov","Year 2","93"
"14 February 2025","Majura Primary School","Gov","Year 1","98"
"14 February 2025","Malkara School","Gov","Kindergarten","15"
"14 February 2025","Malkara School","Gov","Preschool","7"
"14 February 2025","Malkara School","Gov","Year 1","15"
"14 February 2025","Malkara School","Gov","Year 2","16"
"14 February 2025","Malkara School","Gov","Year 3","5"
"14 February 2025","Malkara School","Gov","Year 4","8"
"14 February 2025","Malkara School","Gov","Year 5","8"
"14 February 2025","Malkara School","Gov","Year 6","8"
"14 February 2025","Margaret Hendry School","Gov","Year 5","85"
"14 February 2025","Margaret Hendry School","Gov","Preschool","131"
"14 February 2025","Margaret Hendry School","Gov","Kindergarten","94"
"14 February 2025","Margaret Hendry School","Gov","Year 1","97"
"14 February 2025","Margaret Hendry School","Gov","Year 2","90"
"14 February 2025","Margaret Hendry School","Gov","Year 3","86"
"14 February 2025","Margaret Hendry School","Gov","Year 4","90"
"14 February 2025","Margaret Hendry School","Gov","Year 6","62"
"14 February 2025","Maribyrnong Primary School","Gov","Kindergarten","58"
"14 February 2025","Maribyrnong Primary School","Gov","Preschool","83"
"14 February 2025","Maribyrnong Primary School","Gov","Year 1","64"
"14 February 2025","Maribyrnong Primary School","Gov","Year 2","84"
"14 February 2025","Maribyrnong Primary School","Gov","Year 3","73"
"14 February 2025","Maribyrnong Primary School","Gov","Year 4","61"
"14 February 2025","Maribyrnong Primary School","Gov","Year 5","63"
"14 February 2025","Maribyrnong Primary School","Gov","Year 6","86"
"14 February 2025","Marist College Canberra","Non Gov","Year 10","218"
"14 February 2025","Marist College Canberra","Non Gov","Year 4","138"
"14 February 2025","Marist College Canberra","Non Gov","Year 5","155"
"14 February 2025","Marist College Canberra","Non Gov","year 6","163"
"14 February 2025","Marist College Canberra","Non Gov","Year 7","255"
"14 February 2025","Marist College Canberra","Non Gov","Year 8","241"
"14 February 2025","Marist College Canberra","Non Gov","Year 9","252"
"14 February 2025","Marist College Canberra","Non Gov","Year 12","203"
"14 February 2025","Marist College Canberra","Non Gov","Year 11","222"
"14 February 2025","Mawson Primary School","Gov","Year 6","65"
"14 February 2025","Mawson Primary School","Gov","Year 5","64"
"14 February 2025","Mawson Primary School","Gov","Year 4","67"
"14 February 2025","Mawson Primary School","Gov","Year 3","74"
"14 February 2025","Mawson Primary School","Gov","Year 2","87"
"14 February 2025","Mawson Primary School","Gov","Year 1","83"
"14 February 2025","Mawson Primary School","Gov","Kindergarten","81"
"14 February 2025","Mawson Primary School","Gov","Preschool","84"
"14 February 2025","Melba Copland Secondary School","Gov","Year 10","203"
"14 February 2025","Melba Copland Secondary School","Gov","Year 7","158"
"14 February 2025","Melba Copland Secondary School","Gov","Year 8","159"
"14 February 2025","Melba Copland Secondary School","Gov","Year 9","153"
"14 February 2025","Melba Copland Secondary School","Gov","Year 11","172"
"14 February 2025","Melba Copland Secondary School","Gov","Year 12","122"
"14 February 2025","Melrose High School","Gov","Year 8","201"
"14 February 2025","Melrose High School","Gov","Year 10","213"
"14 February 2025","Melrose High School","Gov","Year 7","191"
"14 February 2025","Melrose High School","Gov","Year 9","177"
"14 February 2025","Merici College","Non Gov","Year 11","129"
"14 February 2025","Merici College","Non Gov","Year 7","191"
"14 February 2025","Merici College","Non Gov","Year 8","190"
"14 February 2025","Merici College","Non Gov","Year 9","190"
"14 February 2025","Merici College","Non Gov","Year 10","187"
"14 February 2025","Merici College","Non Gov","Year 12","111"
"14 February 2025","Miles Franklin Primary School","Gov","Year 1","47"
"14 February 2025","Miles Franklin Primary School","Gov","Kindergarten","38"
"14 February 2025","Miles Franklin Primary School","Gov","Preschool","57"
"14 February 2025","Miles Franklin Primary School","Gov","Year 3","62"
"14 February 2025","Miles Franklin Primary School","Gov","Year 4","69"
"14 February 2025","Miles Franklin Primary School","Gov","Year 5","53"
"14 February 2025","Miles Franklin Primary School","Gov","Year 6","67"
"14 February 2025","Miles Franklin Primary School","Gov","Year 2","57"
"14 February 2025","Monash Primary School","Gov","Year 5","58"
"14 February 2025","Monash Primary School","Gov","Preschool","51"
"14 February 2025","Monash Primary School","Gov","Kindergarten","55"
"14 February 2025","Monash Primary School","Gov","Year 1","65"
"14 February 2025","Monash Primary School","Gov","Year 2","63"
"14 February 2025","Monash Primary School","Gov","Year 3","74"
"14 February 2025","Monash Primary School","Gov","Year 4","49"
"14 February 2025","Monash Primary School","Gov","Year 6","58"
"14 February 2025","Mother Teresa School","Non Gov","year 6","100"
"14 February 2025","Mother Teresa School","Non Gov","Year 5","107"
"14 February 2025","Mother Teresa School","Non Gov","Year 4","101"
"14 February 2025","Mother Teresa School","Non Gov","Year 3","104"
"14 February 2025","Mother Teresa School","Non Gov","Year 2","108"
"14 February 2025","Mother Teresa School","Non Gov","Year 1","96"
"14 February 2025","Mother Teresa School","Non Gov","Kindergarten","100"
"14 February 2025","Mother Teresa School","Non Gov","Preschool","113"
"14 February 2025","Mount Rogers Primary School","Gov","Year 5","69"
"14 February 2025","Mount Rogers Primary School","Gov","Preschool","73"
"14 February 2025","Mount Rogers Primary School","Gov","Kindergarten","62"
"14 February 2025","Mount Rogers Primary School","Gov","Year 1","68"
"14 February 2025","Mount Rogers Primary School","Gov","Year 2","64"
"14 February 2025","Mount Rogers Primary School","Gov","Year 3","63"
"14 February 2025","Mount Rogers Primary School","Gov","Year 4","61"
"14 February 2025","Mount Rogers Primary School","Gov","Year 6","70"
"14 February 2025","Mount Stromlo High School","Gov","Year 9","203"
"14 February 2025","Mount Stromlo High School","Gov","Year 7","211"
"14 February 2025","Mount Stromlo High School","Gov","Year 8","188"
"14 February 2025","Mount Stromlo High School","Gov","Year 10","230"
"14 February 2025","Namadgi School","Gov","Year 2","29"
"14 February 2025","Namadgi School","Gov","Preschool","48"
"14 February 2025","Namadgi School","Gov","Kindergarten","35"
"14 February 2025","Namadgi School","Gov","Year 1","42"
"14 February 2025","Namadgi School","Gov","Year 3","51"
"14 February 2025","Namadgi School","Gov","Year 4","50"
"14 February 2025","Namadgi School","Gov","Year 5","63"
"14 February 2025","Namadgi School","Gov","Year 6","55"
"14 February 2025","Namadgi School","Gov","Year 7","69"
"14 February 2025","Namadgi School","Gov","Year 8","65"
"14 February 2025","Namadgi School","Gov","Year 9","64"
"14 February 2025","Namadgi School","Gov","Year 10","62"
